Fide id	Name	Federation	Year_of_birth	Title	Standard_Rating	Rapid_rating	Blitz_rating	Inactive_flag	age
2012782	Krush, Irina	USA	1983.0	GM	2429	2392.0	2342.0		38
13604040	Arabidze, Meri	GEO	1994.0	IM	2428	2434.0	2432.0		27
4900758	Munguntuul, Batkhuyag	MGL	1987.0	IM	2428	2364.0	2285.0		34
1106619	Socko, Monika	POL	1978.0	GM	2428	2321.0	2289.0		43
13509926	Badelka, Olga	BLR	2002.0	IM	2427	2246.0	2197.0		19
8604070	Wang, Jue	CHN	1995.0	WGM	2426	2421.0	2378.0		26
8600546	Zhu, Chen	QAT	1976.0	GM	2423	2404.0	2378.0	wi	45
8602972	Ding, Yixin	CHN	1991.0	WGM	2422	2349.0	2313.0		30
13601377	Matnadze, Ana	ESP	1983.0	IM	2421	2361.0	2438.0		38
2090732	Yip, Carissa	USA	2003.0	IM	2421		1708.0		18
14102463	Alexandrova, Olga	ESP	1978.0	IM	2420	2406.0	2408.0		43
14101572	Zatonskih, Anna	USA	1978.0	IM	2420	2327.0	2331.0		43
1122320	Zawadzka, Jolanta	POL	1987.0	WGM	2419	2313.0	2257.0		34
8604002	Guo, Qi	CHN	1995.0	IM	2418	2446.0	2338.0		26
13900145	Skripchenko, Almira	FRA	1976.0	IM	2418	2227.0	2298.0		45
14110911	Ushenina, Anna	UKR	1985.0	GM	2416	2376.0	2387.0		36
639370	Guichard, Pauline	FRA	1988.0	IM	2415	2284.0	2270.0		33
403512	Hunt, Harriet V	ENG	1978.0	IM	2414	2391.0		wi	43
7101937	Sukandar, Irine Kharisma	INA	1992.0	IM	2413	2381.0	2313.0		29
4181751	Bodnaruk, Anastasia	RUS	1992.0	IM	2411	2308.0	2415.0		29
1122681	Cyfka, Karina	POL	1987.0	IM	2411	2330.0	2304.0		34
14123622	Buksa, Nataliya	UKR	1996.0	IM	2410	2213.0	2214.0		25
13300210	Danielian, Elina	ARM	1978.0	GM	2407	2358.0	2289.0		43
12400149	Hoang, Thanh Trang	HUN	1980.0	GM	2407	2338.0	2364.0		41
2005956	Levitina, Irina	USA	1954.0	WGM	2405			wi	67
308498	Jackova, Jana	CZE	1982.0	IM	2402			wi	39
13308130	Sargsyan, Anna M.	ARM	2001.0	WGM	2402	2304.0	2263.0		20
623725	Milliet, Sophie	FRA	1983.0	IM	2401	2381.0	2296.0		38
8603162	Shen, Yang	CHN	1989.0	IM	2401	2383.0	2331.0		32
12802859	Daulyte-Cornette, Deimante	LTU	1989.0	IM	2400	2362.0	2285.0		32
14101181	Gaponenko, Inna	UKR	1976.0	IM	2396	2375.0	2326.0		45
1108166	Rajlich, Iweta	POL	1981.0	IM	2394	2381.0		wi	40
5091756	Vaishali R	IND	2001.0	WGM	2393	2149.0	2313.0		20
1201930	Peptan, Corina-Isabela	ROU	1978.0	IM	2392	2355.0	2293.0		43
5007844	Tania, Sachdev	IND	1986.0	IM	2392	2339.0	2280.0		35
5019516	Kulkarni Bhakti	IND	1992.0	IM	2391	2325.0	2224.0		29
4264312	Tsolakidou, Stavroula	GRE	2000.0	IM	2391	2305.0	2343.0		21
8608466	Ni, Shiqun	CHN	1997.0	WGM	2389	2377.0	2186.0		24
14109956	Zdebskaja, Natalia	UKR	1986.0	WGM	2389			wi	35
3801934	Cori T., Deysi	PER	1993.0	WGM	2388	2340.0	2391.0		28
13300601	Mkrtchian, Lilit	ARM	1982.0	IM	2388	2306.0	2319.0		39
904180	Maric, Alisa	SRB	1970.0	IM	2387			wi	51
8600406	Wang, Pin	CHN	1974.0	WGM	2387			wi	47
4100123	Bivol, Alina	RUS	1996.0	WGM	2386	2248.0	2219.0		25
4116704	Kovalevskaya, Ekaterina	RUS	1974.0	IM	2384	2282.0	2177.0		47
2053900	Wang, Annie	USA	2002.0	IM	2384		2037.0		19
13602888	Guramishvili, Sopiko	NED	1991.0	IM	2383	2328.0	2321.0		30
4900782	Nomin-Erdene, Davaademberel	MGL	2000.0	IM	2383	2235.0	2188.0		21
13403508	Mammadova, Gulnar	AZE	1991.0	IM	2382	2400.0	2328.0		30
405094	Houska, Jovanka	ENG	1980.0	IM	2381	2317.0	2345.0		41
4120876	Turova, Irina	RUS	1979.0	IM	2381	2348.0	2388.0		42
13600168	Arakhamia-Grant, Ketevan	SCO	1968.0	GM	2380	2282.0	2177.0		53
4119827	Matveeva, Svetlana	RUS	1969.0	IM	2380	2338.0	2231.0		52
2219026	Vega Gutierrez, Sabrina	ESP	1987.0	IM	2380	2243.0	2248.0		34
13708694	Assaubayeva, Bibisara	KAZ	2004.0	FM	2378	2321.0	2232.0		17
4149351	Guseva, Marina	RUS	1986.0	IM	2378	2252.0	2259.0		35
14203626	Tokhirjonova, Gulrukhbegim	UZB	1999.0	WGM	2378	2330.0	2236.0		22
4132190	Zimina, Olga	ITA	1982.0	IM	2378	2327.0	2229.0		39
13406396	Balajayeva, Khanim	AZE	2001.0	WGM	2376	2093.0	2119.0		20
13603620	Paikidze, Nazi	USA	1993.0	IM	2374	2402.0	2314.0	wi	28
14104652	Gritsayeva, Oksana	RUS	1980.0	WFM	2373	2173.0	2107.0		41
13505211	Ziaziulkina, Nastassia	BLR	1995.0	IM	2373	2299.0	2271.0	wi	26
4131827	Ovod, Evgenija	RUS	1982.0	IM	2372	2235.0	2092.0		39
2915138	Salimova, Nurgyul	BUL	2003.0	IM	2372	2085.0	1973.0		18
4166299	Ambartsumova, Karina	RUS	1989.0	IM	2371	2328.0	2262.0		32
717444	Gara, Ticia	HUN	1984.0	WGM	2371	2274.0	2340.0		37
13602446	Melia, Salome	GEO	1987.0	IM	2370	2271.0	2211.0		34
5029295	Padmini, Rout	IND	1994.0	IM	2370	2355.0	2196.0		27
3506940	Ordaz Valdes, Lisandra Teresa	CUB	1988.0	IM	2369	2290.0	2301.0		33
822590	Brunello, Marina	ITA	1994.0	IM	2368	2316.0	2328.0		27
12401226	Pham, Le Thao Nguyen	VIE	1987.0	IM	2366	2377.0	2325.0		34
8600201	Zhai, Mo	CHN	1996.0	WGM	2366	2351.0	2342.0		25
5050847	Nandhidhaa, P V	IND	1996.0	WGM	2365	2131.0	1989.0		25
908550	Bojkovic, Natasa	SRB	1971.0	IM	2363				50
13603434	Tsatsalashvili, Keti	GEO	1992.0	WGM	2363	2191.0	2246.0		29
6302920	Yildiz Kadioglu, Betul Cemre	TUR	1989.0	WGM	2362	2365.0	2253.0		32
7101570	Aulia, Medina Warda	INA	1997.0	IM	2360	2344.0	2199.0	wi	24
14101610	Vasilevich, Tatjana	UKR	1977.0	IM	2360	2193.0	2146.0	wi	44
3600270	Fierro Baquero, Martha L.	ECU	1977.0	IM	2359	2304.0	2214.0	wi	44
13301918	Abrahamyan, Tatev	USA	1988.0	WGM	2358		2352.0		33
1004786	Peng, Zhaoqin	NED	1968.0	GM	2358		2133.0		53
34127035	Garifullina, Leya	RUS	2004.0	WGM	2357	2236.0	2259.0		17
4900839	Batchimeg, Tuvshintugs	MGL	1986.0	IM	2356	2311.0	2295.0	wi	35
4180917	Charochkina, Daria	RUS	1990.0	IM	2356	2275.0	2332.0		31
705136	Medvegy, Nora Dr.	HUN	1977.0	IM	2355			wi	44
24157570	Dordzhieva, Dinara	RUS	1999.0	WIM	2354	2345.0	2273.0		22
5013623	Gomes, Mary Ann	IND	1989.0	WGM	2354	2305.0	2106.0		32
14102358	Kononenko, Tatiana	UKR	1978.0	IM	2353	2314.0		wi	43
4162340	Tomilova, Elena	RUS	1986.0	WGM	2353	2173.0	2124.0		35
4104897	Zaitseva, Ludmila G.	RUS	1956.0	WGM	2352			wi	65
5016193	Soumya, Swaminathan	IND	1989.0	IM	2351	2249.0	2115.0		32
1106686	Michna, Marta	GER	1978.0	WGM	2350	2292.0	2377.0		43
3202232	Nutu-Gajic, Daniela	AUS	1957.0	WGM	2350			wi	64
3526216	Hernandez Gil, Ineymig	CUB	2004.0	WFM	2348		2017.0		17
723894	Lazarne Vajda, Szidonia	HUN	1979.0	IM	2348	2239.0	2347.0		42
928682	Stojanovic, Andjelija	SRB	1987.0	WGM	2348	2263.0	2293.0		34
109878	Lujan, Carolina	ARG	1985.0	IM	2346	2375.0	2294.0		36
1003259	Schuurman, Petra	NED	1968.0	FM	2346			wi	53
4699360	Stock, Lara	CRO	1992.0	WGM	2346			wi	29
709751	Gara, Anita	HUN	1983.0	IM	2345	2279.0	2244.0		38
5012600	Karavade, Eesha	IND	1987.0	IM	2345	2344.0	2258.0		34
1101315	Brustman, Agnieszka	POL	1962.0	WGM	2344	2347.0	2279.0	wi	59
12401838	Vo, Thi Kim Phung	VIE	1993.0	WGM	2344	2208.0	2291.0		28
4164083	Kovanova, Baira	RUS	1987.0	WGM	2343	2315.0	2187.0		34
4182146	Voit, Daria	RUS	1994.0	WGM	2343	2361.0	2356.0		27
13600230	Alexandria, Nana	GEO	1949.0	WGM	2342			wi	72
13600656	Lomineishvili, Maia	GEO	1977.0	IM	2342	2347.0	2348.0	wi	44
4139690	Movsesian, Julia	SVK	1981.0	WGM	2342	2271.0	2354.0		40
13602055	Khukhashvili, Sopiko	GEO	1985.0	IM	2339	2309.0	2282.0		36
750930	Marjanovic, Annamaria	HUN	2001.0	WGM	2338	2251.0	2156.0		20
739049	Papp, Petra	HUN	1993.0	WGM	2338	2239.0	2259.0		28
14110571	Vozovic, Oksana	UKR	1985.0	WGM	2338		2294.0	wi	36
1119990	Zawadzka, Beata	POL	1986.0	WGM	2338	2242.0		wi	35
1131044	Kulon, Klaudia	POL	1992.0	IM	2336	2239.0	2272.0		29
4159209	Malysheva, Polina	RUS	1988.0	WIM	2336			wi	33
14102145	Melamed, Tatjana	GER	1974.0	WGM	2336	2352.0	2363.0		47
4139518	Zaiatz, Elena	RUS	1969.0	IM	2336	2258.0	2342.0	wi	52
704458	Grabics, Monika	HUN	1976.0	WGM	2335			wi	45
24606812	Papp, Sarah	GER	1988.0	WGM	2334	2361.0	2325.0		33
8602425	Gong, Qianyun	SGP	1985.0	WGM	2333	2322.0	2257.0		36
4196872	Savina, Anastasia	RUS	1992.0	IM	2333	2220.0	2229.0		29
14100126	Shvayger, Yuliya	ISR	1994.0	IM	2332	2260.0	2223.0		27
5004098	Vijayalakshmi, Subbaraman	IND	1979.0	IM	2332	2262.0	2252.0		42
322750	Nemcova, Katerina	USA	1990.0	WGM	2331	2276.0	2361.0	wi	31
4137582	Ubiennykh, Ekaterina	RUS	1983.0	WIM	2331	2310.0	2322.0	wi	38
6302599	Ozturk, Kubra	TUR	1991.0	WGM	2330	2293.0	2384.0		30
32084030	Garcia Martin, Marta	ESP	2000.0	IM	2328	2097.0	2177.0		21
8605912	Li, Xueyi	CHN	1993.0	WGM	2328	2171.0	2091.0		28
13704788	Nakhbayeva, Guliskhan	KAZ	1991.0	IM	2328	2270.0	2185.0		30
5000629	Pratyusha, Bodda	IND	1997.0	WIM	2328	2094.0	2142.0		24
14101513	Zhukova, Natalia	UKR	1979.0	GM	2328	2312.0	2369.0		42
14111390	Hryhorenko, Nataliya	UKR	1986.0	WIM	2327			wi	35
8614750	Ning, Kaiyu	CHN	2004.0	WIM	2327	1884.0	2013.0		17
4000510	Berend, Elvira	LUX	1965.0	WGM	2326	2326.0	2340.0		56
14100380	Litynska, Marta	UKR	1949.0	WGM	2326			wi	72
8602140	Wang, Xuan	CHN	1986.0		2326			wi	35
1118080	Worek, Joanna	CZE	1986.0	WGM	2326	2307.0	2157.0		35
24165956	Chernyak, Viktoria	RUS	1997.0	WGM	2325	2232.0	2200.0		24
1121979	Majdan, Joanna	POL	1988.0	WGM	2325	2217.0	2249.0		33
722855	Rudolf, Anna	HUN	1987.0	IM	2325			wi	34
404683	Sachs, Gulnara	ENG	1963.0	WIM	2325			wi	58
4108370	Shumiakina, Tatiana	RUS	1965.0	WGM	2325			wi	56
14109395	Struchkova, Svetlana	UKR	1963.0	WGM	2325			wi	58
14137054	Berdnyk, Mariia	UKR	2003.0	FM	2324	2169.0	2054.0		18
4623614	Kachiani-Gersinska, Ketino	GER	1971.0	IM	2324	2308.0			50
1159569	Antolak, Julia	POL	2000.0	WIM	2323	2130.0	2040.0		21
8600643	Li, Ruofan	CHN	1978.0	IM	2323	2363.0	2263.0		43
1107445	Dworakowska, Joanna	POL	1978.0	IM	2322	2237.0	2228.0	wi	43
700550	Madl, Ildiko	HUN	1969.0	IM	2322				52
12502014	Pourkashiyan, Atousa	IRI	1988.0	WGM	2322	2290.0	2285.0		33
2011905	Shahade, Jennifer	USA	1980.0	WGM	2322		2294.0	wi	41
2907763	Videnova, Iva	BUL	1987.0	IM	2322	2319.0	2248.0	wi	34
1194763	Waszczuk, Patrycja	POL	2003.0	WFM	2321	1962.0	1669.0		18
4671660	Schleining, Zoya	GER	1961.0	IM	2320	2340.0			60
4119118	Shadrina, Tatiana	RUS	1974.0	WGM	2320	2349.0	2340.0	wi	47
13702971	Dauletova, Gulmira	KAZ	1988.0	WGM	2319	2184.0	2205.0		33
2810964	Efroimski, Marsel	ISR	1995.0	WGM	2319	2163.0	2215.0		26
4148827	Karnaukhova, Elmira	RUS	1985.0	WGM	2319		2290.0	wi	36
13603191	Khomeriki, Nino	GEO	1998.0	WGM	2319	2342.0	2210.0		23
936286	Rakic, Marija	SRB	1990.0	WIM	2319	2272.0	2263.0	wi	31
1017292	Haast, Anne	NED	1993.0	WGM	2318		2320.0		28
12528897	Alinasab, Mobina	IRI	2000.0	WIM	2317	2143.0	2061.0		21
1150677	Sliwicka, Alicja	POL	2001.0	WIM	2317	2059.0	2181.0		20
8601089	Xu, Yuanyuan	CHN	1981.0	WGM	2317	2294.0	2281.0		40
4105621	Demina, Julia	RUS	1969.0	WGM	2316	2288.0		wi	52
13702122	Duisenova, Madina	KAZ	1983.0	WGM	2315	2323.0		wi	38
14609215	Unuk, Laura	SLO	1999.0	WGM	2315	2187.0	2176.0		22
2078341	Yu, Jennifer	USA	2002.0	FM	2315	1862.0	1920.0		19
4680790	Graf, Rena	GER	1966.0	WGM	2314			wi	55
13400045	Kadimova, Ilaha	AZE	1975.0	WGM	2314	2304.0		wi	46
12956830	Schulze, Lara	GER	2002.0	FM	2314	2125.0	2142.0		19
4180640	Vasilkova, Svetlana	RUS	1988.0	WIM	2314			wi	33
4500512	Narva, Mai	EST	1999.0	WIM	2313	2213.0	2220.0		22
13400010	Sofieva, Ainur	AZE	1970.0	WGM	2313			wi	51
3520498	Cervantes Landeiro, Thalia	USA	2002.0	FM	2311	1936.0	2021.0		19
1201590	Cosma, Elena-Luminita	ROU	1972.0	WGM	2311	2244.0	2079.0		49
2000784	Akhsharumova, Anna	USA	1957.0	WGM	2310	2287.0		wi	64
3508072	Forgas Moreno, Yaniela	CUB	1992.0	WIM	2310	2189.0	2108.0		29
8601747	Liu, Bairu	CHN	1982.0		2310			wi	39
13402005	Mamedjarova, Turkan	AZE	1989.0	WGM	2309	2243.0	2263.0		32
13601440	Gvetadze, Sofio	GEO	1983.0	IM	2308	2215.0	2289.0		38
4682920	Klink, Tamara	GER	1967.0	WGM	2308			wi	54
13602373	Tsadzikidze, Natia	GEO	1983.0	WIM	2308			wi	38
13600788	Edzgveradze, Natalia	GEO	1975.0	WGM	2307			wi	46
8603219	Zhang, Xiaowen	CHN	1989.0	WGM	2307	2348.0	2265.0		32
24173770	Goltseva, Ekaterina	RUS	2002.0	FM	2306	2219.0	2225.0		19
13600389	Janjghava, Natia	GEO	1972.0	WIM	2306	2205.0	2118.0	wi	49
1033662	Ratsma, Rosa	NED	1996.0	WIM	2306		2241.0		25
13602470	Tsereteli, Tamar	GEO	1985.0	WGM	2306		2312.0	wi	36
35006916	Divya Deshmukh	IND	2005.0	WIM	2305	1775.0	2239.0		16
24153648	Obolentseva, Alexandra	RUS	2001.0	WGM	2305	2213.0	2113.0		20
4106970	Stepovaia, Tatiana	RUS	1965.0	WGM	2305			wi	56
304050	Krupkova, Petra	CZE	1976.0	WGM	2303			wi	45
937266	Rapport, Jovana	SRB	1992.0	WGM	2303	2314.0	2218.0		29
2204185	Calzetta Ruiz, Monica	ESP	1972.0	WGM	2302	2103.0	2121.0		49
3524531	Hernandez Machado, Patricia M.	CUB	2003.0	WFM	2302	2011.0	1940.0		18
3503151	Pina Vega, Sulennis	CUB	1981.0	WGM	2302		2315.0	wi	40
2915405	Radeva, Viktoria	BUL	2001.0	WIM	2302	2052.0	1906.0		20
13403052	Fataliyeva, Ulviyya	AZE	1996.0	WGM	2301	2310.0	2240.0		25
34106615	Solozhenkina, Elizaveta	RUS	2003.0	WIM	2301	2232.0	2200.0		18
8606161	Xiao, Yiyi	CHN	1996.0	WGM	2301	2202.0	2205.0		25
12505951	Hejazipour, Mitra	IRI	1993.0	WGM	2300	2237.0	2239.0		28
14900440	Repkova, Eva	SVK	1975.0	IM	2300	2358.0	2285.0		46
1213261	Werle, Iozefina	NED	1989.0	WGM	2300	2261.0	2255.0		32
4630610	Borulya, Ekaterina Uriivna	GER	1969.0	WGM	2299			wi	52
4127714	Ryjanova, Julia	AUS	1974.0	WGM	2299	2259.0	2232.0		47
812153	Sedina, Elena	ITA	1968.0	IM	2299	2264.0	2260.0		53
13701282	Zigangirova, Sofya	KAZ	1983.0	WIM	2299		2121.0	wi	38
13301926	Andriasyan, Siranush	ARM	1986.0	WIM	2298	2195.0	2145.0		35
24142654	Belenkaya, Dina	RUS	1993.0	WGM	2297	2135.0	2247.0		28
1114581	Matras-Clement, Agnieszka	CAN	1982.0	WIM	2297	2238.0	2224.0		39
11601876	Rogule, Laura	LAT	1988.0	WGM	2297	2285.0	2129.0		33
8610835	Yao, Lan	CHN	2000.0	WIM	2297		2027.0		21
13501542	Azarova, Nadezhda	BLR	1983.0	WIM	2296			wi	38
24670057	Klek, Hanna Marie	GER	1995.0	WGM	2296		2255.0		26
2922029	Krasteva, Beloslava	BUL	2004.0	FM	2296	1605.0	1459.0		17
24174220	Shafigullina, Zarina	RUS	2001.0	WFM	2296	2186.0	2128.0		20
14902052	Theissl Pokorna, Regina	AUT	1982.0	WGM	2296	2285.0	2267.0		39
13600222	Gurieli, Nino	GEO	1961.0	IM	2295	2253.0	2266.0	wi	60
13601040	Tammert, Iamze	GER	1971.0	WIM	2295				50
4193172	Timofeeva, Ekaterina	RUS	1989.0	WIM	2295	2315.0		wi	32
12800619	Ciuksyte, Dagne	ENG	1977.0	IM	2294		2288.0		44
8601097	Wang, Yu A.	CHN	1982.0	IM	2294	2233.0	2291.0		39
24633569	Osmanodja, Filiz	GER	1996.0	WGM	2293	2154.0	2320.0		25
938238	Eric, Jovana	SRB	1992.0	WGM	2292	2199.0	2233.0		29
13701037	Sergeyeva, Mariya	KAZ	1983.0	WGM	2291		2323.0		38
4611870	Keller-Hermann, Edith	GER	1921.0	WGM	2290			wi	100
4123662	Lopatskaya, Elena V.	RUS	1976.0	WIM	2290			wi	45
14103885	Shved, Irina	UKR	1970.0	WIM	2290			wi	51
8614300	Song, Yuxin	CHN	2005.0	WIM	2290	2092.0	2192.0		16
24119300	Styazhkina, Anna	RUS	1997.0	WIM	2289	2178.0	2212.0		24
1119907	Toma, Katarzyna	ENG	1985.0	WGM	2289	2202.0	2210.0		36
12401102	Hoang, Thi Bao Tram	VIE	1987.0	WGM	2288	2322.0	2280.0		34
4109040	Mikhaylova, Irina	RUS	1963.0	WGM	2288	2260.0	1985.0	wi	58
4129903	Sudakova, Irina	RUS	1982.0	WGM	2288	2201.0	2235.0	wi	39
4900227	Uuriintuya, Uurtsaikh	MGL	1998.0	WGM	2288	1995.0	1966.0	wi	23
4902785	Altantuya, Boldbaatar	MGL	2005.0	WFM	2287	1735.0	1877.0		16
4176715	Drogovoz, Irina	RUS	1999.0	WIM	2287	2256.0	2163.0	wi	22
1210246	L'Ami, Alina	ROU	1985.0	IM	2287	2345.0	2249.0		36
4690745	Lubbe, Melanie	GER	1990.0	WGM	2287		2263.0		31
932400	Injac, Teodora	SRB	2000.0	WIM	2286	2179.0	2316.0		21
320242	Olsarova, Karolina	CZE	1993.0	WGM	2286	2173.0	2176.0		28
25050389	Vantika Agrawal	IND	2002.0	WIM	2286	1729.0	1820.0		19
4140370	Chistiakova, Tamara	RUS	1986.0	WFM	2285	2215.0	2245.0	wi	35
13301314	Galojan, Lilit	ARM	1983.0	IM	2285	2282.0	2275.0	wi	38
14900866	Hagarova, Zuzana	SVK	1977.0	IM	2285	2305.0			44
12400300	Nguyen, Thi Thanh An	VIE	1976.0	WGM	2285	2220.0	2119.0		45
1708830	Agrest, Inna	SWE	1991.0	WIM	2284	2155.0	2095.0		30
13600508	Darchia, Diana	GEO	1977.0	WGM	2284	2278.0		wi	44
2806819	Gesser, Bella	ISR	1985.0	WGM	2284			wi	36
675946	Navrotescu, Andreea-Cristiana	FRA	1996.0	WIM	2284	2220.0	2210.0		25
34124184	Borisova, Ekaterina	RUS	2000.0	FM	2283	2119.0	2102.0		21
24125148	Semenova, Elena	RUS	1992.0	WIM	2283	2117.0	2105.0		29
12900460	Heinemann, Josefine	GER	1998.0	WGM	2281	2177.0	2219.0		23
3506487	Llaudy Pupo, Lisandra	CUB	1988.0	WIM	2281		2243.0		33
14117665	Malakhova, Elizaveta	UKR	1993.0	WGM	2281	2222.0	2142.0	wi	28
13402137	Umudova, Nargiz	AZE	1989.0	WGM	2281	2157.0	2171.0		32
4106431	Korkina, Svetlana	RUS	1971.0	WIM	2280			wi	50
4616057	Manakov, Marina	GER	1969.0	WIM	2280			wi	52
2054000	Nguyen, Emily	USA	2002.0	WIM	2280		1748.0		19
4157087	Bronnikova, Elizaveta	RUS	1985.0	WIM	2279	2174.0	2147.0	wi	36
949086	Gajcin, Marina	SRB	2001.0	WIM	2279	2102.0	2186.0		20
13402625	Khalafova, Narmin	AZE	1994.0	WGM	2279	2031.0	2109.0	wi	27
11601124	Reizniece-Ozola, Dana	LAT	1981.0	WGM	2279	2204.0	2232.0		40
1130790	Warakomska, Anna	POL	1992.0	WGM	2279	2108.0	2062.0		29
13601105	Goletiani, Rusudan	USA	1980.0	IM	2278			wi	41
4185641	Ivakhinova, Inna	RUS	1989.0	WGM	2278	2349.0	2307.0	wi	32
4901878	Munkhzul, Turmunkh	MGL	2002.0	WIM	2278	2044.0	2235.0		19
4110943	Smirnova, Ekaterina	RUS	1996.0	WIM	2278	2106.0	2072.0		25
4608682	Trabert, Bettina	GER	1969.0	WGM	2278			wi	52
4145933	Zhuravleva, Olga	RUS	1984.0	WIM	2278	2176.0	2119.0	wi	37
14200686	Koepke, Elena	GER	1984.0	WGM	2277	2264.0	2283.0		37
309672	Petrova, Kristyna	CZE	1992.0	WIM	2277	2244.0	2162.0		29
13601431	Charkhalashvili, Inga	GEO	1983.0	WGM	2276	2332.0	2219.0		38
1331973	Georgescu, Lena	SUI	1999.0	WIM	2276	2121.0	2256.0		22
13500295	Popova, Natalija	BLR	1976.0	WIM	2276	2171.0	2098.0	wi	45
13503189	Sharevich, Anna	USA	1985.0	WGM	2276	2245.0	2261.0	wi	36
35006665	Sharma Isha	IND	2000.0	WIM	2276	1799.0	1834.0		21
14102692	Borzenkova, Irina	UKR	1976.0		2275			wi	45
2801590	Gershnik, Anna	USA	1975.0	WGM	2275			wi	46
2802015	Klinova, Masha	ISR	1968.0	IM	2275	2301.0	2274.0		53
24173606	Afonasieva, Anna	RUS	2001.0	WIM	2274	2168.0	2086.0		20
13401521	Mamedjarova, Zeinab	AZE	1983.0	WGM	2274	2198.0	2250.0		38
14201526	Muminova, Nafisa	UZB	1990.0	WGM	2274	2325.0	2258.0	wi	31
